serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DAAI4CLME,08/21/2017 12:00:00 AM,OSTERIA MAMMA,93,A,1,ROUTINE INSPECTION,EE0000828,5730 MELROSE AVE,LOS ANGELES,FA0043299,CA,90038,OW0027006,"OSTERIA MAMMA, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,OSTERIA MAMMA,ACTIVE,PR0004294
DA9ZXGKPA,08/21/2017 12:00:00 AM,MCDONALD'S #1121,93,A,1,ROUTINE INSPECTION,EE0000729,7123 S CRENSHAW BLVD,LOS ANGELES,FA0066649,CA,90043,OW0010276,D BAILEY MANAGEMENT COMPANY,RESTAURANT (61-150) SEATS MODERATE RISK,1637,MC DONALDS,INACTIVE,PR0003812
DAH5HV9EQ,08/21/2017 12:00:00 AM,BIG JIM'S DONUTS,94,A,1,ROUTINE INSPECTION,EE0000997,2401 E WHITTIER BLVD,LOS ANGELES,FA0009634,CA,90023,OW0007477,"CHHOR, LISA",RESTAURANT (0-30) SEATS MODERATE RISK,1631,BIG JIM'S DONUTS,ACTIVE,PR0026831
DACS7R28L,08/21/2017 12:00:00 AM,I-PIZZA TUMBY'S,96,A,1,ROUTINE INSPECTION,EE0000729,3329 HYDE PARK BLVD,LOS ANGELES,FA0138239,CA,90043,OW0101623,"I-PIZZA TUMBY'S, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,I-PIZZA TUMBY'S,ACTIVE,PR0122516
DASRYY3JQ,08/21/2017 12:00:00 AM,TOI ON SUNSET,93,A,1,ROUTINE INSPECTION,EE0000835,7505 1/2 W SUNSET BLVD,LOS ANGELES,FA0008390,CA,90046,OW0100610,TOI ON SUNSET CORP,RESTAURANT (31-60) SEATS HIGH RISK,1635,TOI ON SUNSET,ACTIVE,PR0012715
DAOSRXC9V,08/21/2017 12:00:00 AM,LUCY'S EL ADOBE RESTAURANT,91,A,1,ROUTINE INSPECTION,EE0000828,5536 MELROSE AVE,LOS ANGELES,FA0066084,CA,90038,OW0006407,"CASADA, LUCY",RESTAURANT (61-150) SEATS HIGH RISK,1638,LUCY'S EL ADOBE RESTAURANT,ACTIVE,PR0002628
DAE6W0LKR,08/21/2017 12:00:00 AM,CHEEBO,90,A,1,ROUTINE INSPECTION,EE0000835,7533 W SUNSET BLVD,LOS ANGELES,FA0014356,CA,90046,OW0033188,SLAB CO LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,CHEEBO,ACTIVE,PR0011161
DAFPR5V0F,08/21/2017 12:00:00 AM,SUBWAY,97,A,1,ROUTINE INSPECTION,EE0000997,3476 E WHITTIER BLVD,LOS ANGELES,FA0034720,CA,90033,OW0009293,D. GOEL CORP.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY,ACTIVE,PR0035552
DAVM727VK,08/21/2017 12:00:00 AM,O SUSHI,90,A,1,ROUTINE INSPECTION,EE0000924,11082 SANTA MONICA BLVD,LOS ANGELES,FA0226497,CA,90025,OW0230612,O SUSHI,RESTAURANT (0-30) SEATS HIGH RISK,1632,O SUSHI,ACTIVE,PR0181822
DAYXZCTVV,08/21/2017 12:00:00 AM,KOMODO,90,A,1,ROUTINE INSPECTION,EE0000059,8809 W PICO BLVD,LOS ANGELES,FA0032559,CA,90035,OW0019842,KOMODO LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,KOMODO,ACTIVE,PR0004719
DAV2DJ3AO,08/21/2017 12:00:00 AM,LA ZOO,95,A,1,ROUTINE INSPECTION,EE0000697,5333 ZOO DR,LOS ANGELES,FA0023360,CA,90027,OW0032279,SERVICE AMERICA CORP,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CAFE PICO,ACTIVE,PR0031321
DASF9QMV3,08/21/2017 12:00:00 AM,SUBWAY #50477,97,A,1,ROUTINE INSPECTION,EE0000709,1813 N CAHUENGA BLVD,LOS ANGELES,FA0049826,CA,90028,OW0010145,DKU CORPORATION,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY #50477,ACTIVE,PR0039917
DAWOG9MD0,08/21/2017 12:00:00 AM,SUNSET THAI,95,A,1,ROUTINE INSPECTION,EE0000835,7513 W SUNSET BLVD,LOS ANGELES,FA0167332,CA,90046,OW0130378,"SUNSET THAI, LLC",RESTAURANT (31-60) SEATS HIGH RISK,1635,SUNSET THAI,ACTIVE,PR0157692
DAVJIII7V,08/21/2017 12:00:00 AM,TOP DONUT,94,A,1,ROUTINE INSPECTION,EE0000729,3331 HYDE PARK BLVD,LOS ANGELES,FA0224465,CA,90043,OW0228936,SIVLENG SREY,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TOP DONUT,INACTIVE,PR0179684
DARNH9F0M,08/21/2017 12:00:00 AM,EARTH ORGANIC JUICE BAR,92,A,1,ROUTINE INSPECTION,EE0000846,1753 N HILLHURST AVE,LOS ANGELES,FA0177067,CA,90027,OW0183041,EARTH ORGANIC LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,EARTH ORGANIC JUICE BAR,ACTIVE,PR0170016
DA4KFFBVW,08/21/2017 12:00:00 AM,CAFE LOS FELIZ INC,90,A,1,ROUTINE INSPECTION,EE0000846,2118 HILLHURST AVE,LOS ANGELES,FA0175039,CA,90027,OW0181642,CAFE LOS FELIZ INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CAFE LOS FELIZ INC,ACTIVE,PR0168140
DAFVV5RFV,08/18/2017 12:00:00 AM,SPRINKLES CUPCAKES,96,A,1,ROUTINE INSPECTION,EE0000951,420 N LA CIENEGA BLVD,LOS ANGELES,FA0070819,CA,90048,OW0033828,SPRINKLES CALIFORNIA LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SPRINKLERS CUPCAKES,ACTIVE,PR0036459
DA0JML8UR,08/18/2017 12:00:00 AM,KOTOYA,96,A,1,ROUTINE INSPECTION,EE0000015,10422 NATIONAL BLVD,LOS ANGELES,FA0203209,CA,90034,OW0019927,KOTOYA LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,KOTOYA,ACTIVE,PR0175551
DAV3AZWYV,08/18/2017 12:00:00 AM,"TENGOKU LOS ANGELES, INC",91,A,1,ROUTINE INSPECTION,EE0000869,539 S WESTERN AVE,LOS ANGELES,FA0245815,CA,90020,OW0240797,"TENGOKU LOS ANGELES, INC",RESTAURANT (0-30) SEATS HIGH RISK,1632,"TENGOKU LOS ANGELES, INC",ACTIVE,PR0194192
DA3LLDOAX,08/18/2017 12:00:00 AM,WING STOP #267,95,A,1,ROUTINE INSPECTION,EE0001049,5049 E WHITTIER BLVD,LOS ANGELES,FA0055352,CA,90022,OW0011603,"FAR WEST RESTAURANT GROUP, LLC.",RESTAURANT (31-60) SEATS MODERATE RISK,1634,WING STOP #267,ACTIVE,PR0007182
DAZXC3YLA,08/18/2017 12:00:00 AM,SUPER TORTAS LUISITOS,83,B,1,ROUTINE INSPECTION,EE0000740,1908 3/4 E 1ST ST,LOS ANGELES,FA0159663,CA,90033,OW0124668,SANTIAGO GALVEZ,RESTAURANT (0-30) SEATS HIGH RISK,1632,SUPER TORTAS LUISITOS,ACTIVE,PR0147725
DAGQKJCUW,08/18/2017 12:00:00 AM,SUBWAY #39254,95,A,1,ROUTINE INSPECTION,EE0000740,4770 E CESAR E CHAVEZ AVE STE A,LOS ANGELES,FA0071240,CA,90022,OW0036762,"TWO + TWO = FOUR, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY #39254,INACTIVE,PR0044965
DAJUSKUL0,08/18/2017 12:00:00 AM,PIZZA HUT #26158,98,A,1,ROUTINE INSPECTION,EE0000798,4356 LEIMERT BLVD,LOS ANGELES,FA0028666,CA,90008,OW0033717,SOUTHERN CALIFORNIA PIZZA CO LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PIZZA HUT 026158,ACTIVE,PR0021412
DANHAJBDQ,08/18/2017 12:00:00 AM,TACOSWAY,90,A,1,ROUTINE INSPECTION,EE0000838,7980 SUNSET BLVD,LOS ANGELES,FA0245635,CA,90046,OW0240644,TACOSWAY SUNSET,RESTAURANT (0-30) SEATS HIGH RISK,1632,TACOSWAY,ACTIVE,PR0194008
DAW8LOXOB,08/18/2017 12:00:00 AM,RED MANGO YOGURT & SMOOTHIES,97,A,1,ROUTINE INSPECTION,EE0000122,1011 S FIGUEROA ST #B 120,LOS ANGELES,FA0172042,CA,90015,OW0179094,HAMILL ENTERPRISES,RESTAURANT (0-30) SEATS MODERATE RISK,1631,RED MANGO YOGURT & SMOOTHIES,ACTIVE,PR0164546
DAFSK0NHQ,08/18/2017 12:00:00 AM,IN N OUT DAILY MARKET,94,A,1,ROUTINE INSPECTION,EE0000740,5048 HUNTINGTON DR S,LOS ANGELES,FA0175610,CA,90032,OW0182143,EMME LAN P. DIEU,RESTAURANT (0-30) SEATS MODERATE RISK,1631,IN N OUT DAILY MARKET,ACTIVE,PR0168775
DADLT8XVN,08/18/2017 12:00:00 AM,EVO KITCHEN,93,A,1,ROUTINE INSPECTION,EE0000838,7950 W SUNSET BLVD STE 104,LOS ANGELES,FA0022433,CA,90046,OW0018637,KCM CAPITAL LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,EVO KITCHEN,ACTIVE,PR0039131
DAQHHL6VZ,08/18/2017 12:00:00 AM,SPRINKLES CUPCAKES,96,A,1,ROUTINE INSPECTION,EE0000951,422 N LA CIENEGA BLVD,LOS ANGELES,FA0033955,CA,90048,OW0033828,SPRINKLES CALIFORNIA LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SPRINKLES CUPCAKES,ACTIVE,PR0006568
DAILLBP8F,08/18/2017 12:00:00 AM,PIZZA MANIA,90,A,1,ROUTINE INSPECTION,EE0001025,7008 S SAN PEDRO ST,LOS ANGELES,FA0160026,CA,90003,OW0125013,EDUARDO SILLVERIO-ALEJANDRO,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PIZZA MANIA,ACTIVE,PR0148109
DAFDIYITZ,08/18/2017 12:00:00 AM,JIM'S BURGERS #10,90,A,1,ROUTINE INSPECTION,EE0000740,1901 E 1ST ST,LOS ANGELES,FA0030445,CA,90033,OW0012562,G&N LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,JIM'S BURGERS #10,ACTIVE,PR0029866
DAT0IKYLZ,08/18/2017 12:00:00 AM,MCDONALD'S,98,A,1,ROUTINE INSPECTION,EE0000798,2215 W MARTIN LUTHER KING BLVD,LOS ANGELES,FA0066640,CA,90008,OW0008349,CLEAR VSION INC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,MC DONALDS,INACTIVE,PR0012034
DAPNVIMCV,08/18/2017 12:00:00 AM,LITTLE CAESARS #5943,92,A,1,ROUTINE INSPECTION,EE0000729,1754 W SLAUSON AVE,LOS ANGELES,FA0036495,CA,90058,OW0021931,"LITTLE CAESAR, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,LITTLE CAESARS #5943,ACTIVE,PR0018072
DA5TGZWUT,08/18/2017 12:00:00 AM,DOMINO'S PIZZA #8341,95,A,1,ROUTINE INSPECTION,EE0000740,4746 E CESAR E CHAVEZ AVE,LOS ANGELES,FA0019506,CA,90022,OW0031266,"SALABI, MALMOOND",RESTAURANT (0-30) SEATS MODERATE RISK,1631,DOMINO'S PIZZA #8341,ACTIVE,PR0023806
DA000LME7,08/18/2017 12:00:00 AM,WINGSTOP,87,B,1,ROUTINE INSPECTION,EE0000729,1754 W SLAUSON AVE STE #A,LOS ANGELES,FA0055364,CA,90047,OW0014813,HAPPY WINGS FACTORY INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,WINGSTOP,ACTIVE,PR0017854
DA5P4E9XG,08/18/2017 12:00:00 AM,PRONTO PIZZA,98,A,1,ROUTINE INSPECTION,EE0000740,4770 E CESAR E CHAVEZ AVE STE #D,LOS ANGELES,FA0044707,CA,90022,OW0022525,LUNA PIZZA CO. INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PRONTO PIZZA,ACTIVE,PR0016453
DAEJQEDQH,08/18/2017 12:00:00 AM,MOUNTAINGATE COUNTRY CLUB,90,A,1,ROUTINE INSPECTION,EE0000399,12445 MOUNTAIN GATE DR,LOS ANGELES,FA0025687,CA,90049,OW0002528,AMERICAN GOLF CORPORATION,RESTAURANT (31-60) SEATS HIGH RISK,1635,CLUB HOUSE KITCHEN 19 HOLE,ACTIVE,PR0001608
DACLSUUNJ,08/18/2017 12:00:00 AM,HILL STREET PIZZA,100,A,1,ROUTINE INSPECTION,EE0000721,448 S HILL ST,LOS ANGELES,FA0028430,CA,90013,OW0008183,"CITRUS, LLC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,HILL STREET PIZZA,ACTIVE,PR0018514
DACGAN8YF,08/18/2017 12:00:00 AM,KFC,90,A,1,ROUTINE INSPECTION,EE0001025,5720 S VERMONT AVE,LOS ANGELES,FA0032108,CA,90037,OW0014004,GREAT AMERICAN CHICKEN CORP,RESTAURANT (0-30) SEATS MODERATE RISK,1631,KFC,ACTIVE,PR0026116
DA0CPKVYS,08/18/2017 12:00:00 AM,LIVE BASIL PIZZA-SMASH BURGER-TOM'S URBAN,70,C,1,ROUTINE INSPECTION,EE0000122,1011 S FIGUEROA ST B101 -B201,LOS ANGELES,FA0144551,CA,90015,OW0107361,URBAN 24 LA LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,TOM'S URBAN,ACTIVE,PR0130649
DAMYSTDEG,08/18/2017 12:00:00 AM,BOARDWALK 11,95,A,1,ROUTINE INSPECTION,EE0000015,10433 NATIONAL BLVD,LOS ANGELES,FA0010261,CA,90034,OW0004903,BOARDWALK 11,RESTAURANT (61-150) SEATS HIGH RISK,1638,BOARDWALK 11,ACTIVE,PR0011781
DAGETYCEG,08/18/2017 12:00:00 AM,HAPPY'S PIZZA,90,A,1,ROUTINE INSPECTION,EE0000006,4371 CRENSHAW BLVD STE A,LOS ANGELES,FA0171314,CA,90008-4945,OW0178404,"CRENSHAW HOLDINGS, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,HAPPY'S PIZZA,ACTIVE,PR0161371
DAXKQN0HO,08/18/2017 12:00:00 AM,PIZZA HUT #26205,98,A,1,ROUTINE INSPECTION,EE0000740,5130 HUNTINGTON DR S,LOS ANGELES,FA0044241,CA,90032,OW0033717,SOUTHERN CALIFORNIA PIZZA CO LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PIZZA HUT #26205,ACTIVE,PR0045726
DAZHJ5UZG,08/18/2017 12:00:00 AM,DELICIOUS SOUTHERN CUISINE,90,A,1,ROUTINE INSPECTION,EE0000006,4371 CRENSHAW BLVD STE D,LOS ANGELES,FA0060764,CA,90008,OW0037678,"VIDAL CORTES SANDRE, ET AL",RESTAURANT (0-30) SEATS HIGH RISK,1632,DELICIOUS SOUTHERN CUISINE,ACTIVE,PR0020269
DANWMKFJO,08/18/2017 12:00:00 AM,GUESS CAFE,100,A,1,ROUTINE INSPECTION,EE0000660,1901 E 15TH ST,LOS ANGELES,FA0142714,CA,90021-2848,OW0105348,"GUCKENHEIMER SERVICES, LLC.",RESTAURANT (151 + ) SEATS HIGH RISK,1641,GUESS CAFE,ACTIVE,PR0128989
DA8CT0OER,08/18/2017 12:00:00 AM,HAMASAKU,92,A,1,ROUTINE INSPECTION,EE0000684,11043 SANTA MONICA BLVD,LOS ANGELES,FA0063156,CA,90025,OW0008302,CKE RESTAURANT VENTURES LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,HAMASAKU,ACTIVE,PR0010982
DAZ3HUJI6,08/18/2017 12:00:00 AM,HARIKAWA,90,A,1,ROUTINE INSPECTION,EE0000338,10914 PICO BLVD,LOS ANGELES,FA0143607,CA,90064,OW0081977,HARIKAWA TETSUYA,RESTAURANT (61-150) SEATS HIGH RISK,1638,HARIKAWA,ACTIVE,PR0129530
DAFXRV351,08/18/2017 12:00:00 AM,DADDY DAVE & BIG MAMAS,88,B,1,ROUTINE INSPECTION,EE0000006,4287 S CRENSHAW BLVD,LOS ANGELES,FA0060579,CA,90008,OW0038919,"WILLIAMS, DAVID",RESTAURANT (0-30) SEATS HIGH RISK,1632,DADDY DAVE & BIG MAMAS,ACTIVE,PR0042588
DAF1MUZY4,08/18/2017 12:00:00 AM,LUCKY STAR DONUTS,93,A,1,ROUTINE INSPECTION,EE0001049,5030 E WHITTIER BLVD,LOS ANGELES,FA0066069,CA,90022,OW0011136,"ENG, VANNY",RESTAURANT (0-30) SEATS MODERATE RISK,1631,LUCKY STAR DONUTS,ACTIVE,PR0033095
DA0PDMZFY,08/18/2017 12:00:00 AM,BURGER KING #4107,96,A,1,ROUTINE INSPECTION,EE0000798,1662 MARTIN LUTHER KING JR BLVD W,LOS ANGELES,FA0159575,CA,90062,OW0124584,HAKIMIANPOUR SANTA MONICA LLC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,BURGER KING #4107,ACTIVE,PR0147638
DAZMTADTW,08/18/2017 12:00:00 AM,ANGELES BAKERY,93,A,1,ROUTINE INSPECTION,EE0001006,1833 W 6TH ST,LOS ANGELES,FA0003775,CA,90057,OW0006835,"CHA, HWAN KIM",RESTAURANT (0-30) SEATS MODERATE RISK,1631,ANGELES BAKERY,ACTIVE,PR0013615
DAKJAPF1Y,08/18/2017 12:00:00 AM,PERFECT DONUTS,95,A,1,ROUTINE INSPECTION,EE0001006,1930 W 3RD ST,LOS ANGELES,FA0165979,CA,90057,OW0129201,STEPHANIE LAM,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PERFECT DONUTS,ACTIVE,PR0156179
DA0923756,08/18/2017 12:00:00 AM,DOMINO'S PIZZA,95,A,1,ROUTINE INSPECTION,EE0001006,270 S RAMPART BLVD,LOS ANGELES,FA0019157,CA,90057,OW0034702,T&J PIZZA INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,DOMINO'S PIZZA,ACTIVE,PR0046635
DAEB9M0C4,08/17/2017 12:00:00 AM,PAPA CRISTOS GREEK GRILL,99,A,1,ROUTINE INSPECTION,EE0000884,2769 W PICO BLVD,LOS ANGELES,FA0027755,CA,90006,OW0007936,C AND K IMPORTING CO INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,PAPA CRISTOS GREEK GRILL,ACTIVE,PR0001629
DAHNXSPNJ,08/17/2017 12:00:00 AM,BAJA FRESH,90,A,1,ROUTINE INSPECTION,EE0000468,8495 W 3RD ST,LOS ANGELES,FA0250160,CA,90048,OW0240683,CWT GROUP LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,BAJA FRESH,ACTIVE,PR0199009
DABH2O0XO,08/17/2017 12:00:00 AM,FIN,91,A,1,ROUTINE INSPECTION,EE0000953,12223 W WASHINGTON BLVD,LOS ANGELES,FA0066878,CA,90066,OW0100059,"FIN CREATIVE CONCEPTS, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,FIN,ACTIVE,PR0033136
