serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DAZJCEWQJ,9/23/2016 0:00,LITTLE MEXICO SEAFOOD RESTAU,93,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0001049,4937 E WHITTIER BLVD,LOS ANGELES,FA0036517,CA,90022,OW0002106,"ALFARO, FRANCISO ABEL",RESTAURANT (31-60) SEATS HIGH RISK,1635,LITTLE MEXICO SEAFOOD RESTAU,ACTIVE,PR0042037
DAWYWZBAX,9/23/2016 0:00,SAKE HOUSE MIRO,98,A,1,ROUTINE INSPECTION,EE0000853,809 S LA BREA AVE,LOS ANGELES,FA0069962,CA,90036,OW0009954,DIATECH PLANNING INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,SAKE HOUSE MIRO,ACTIVE,PR0043471
DAVEOLKQV,9/23/2016 0:00,EL COMPADRE,90,A,1,ROUTINE INSPECTION,EE0000360,1449 W SUNSET BLVD,LOS ANGELES,FA0061386,CA,90026,OW0010580,E C 11 INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,EL COMPADRE,ACTIVE,PR0007185
DA5AEYSPD,9/23/2016 0:00,GREENWICH VILLAGE PIZZARIA,93,A,1,ROUTINE INSPECTION,EE0000721,512 E WASHINGTON BLVD,LOS ANGELES,FA0026911,CA,90015,OW0037072,"VAHDAT, SHAHRAM",RESTAURANT (31-60) SEATS HIGH RISK,1635,GREENWICH VILLAGE PIZZARIA,ACTIVE,PR0043824
DALLIY0DD,9/23/2016 0:00,RINCON DE GUYABITOS,86,B,1,ROUTINE INSPECTION,EE0001049,735 S ATLANTIC BLVD,LOS ANGELES,FA0046455,CA,90022,OW0023456,"MARMOLEJO-RODRIGUEZ, MARIA I",RESTAURANT (31-60) SEATS HIGH RISK,1635,RINCON DE GUYABITOS,ACTIVE,PR0043614
DAP1KB0QU,9/23/2016 0:00,CHURCH'S FRIED CHICKEN #1021,90,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0000006,4720 S CRENSHAW BLVD,LOS ANGELES,FA0015189,CA,90043,OW0004505,"BEST AMERICAN HOSPITALITY, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,CHURCH'S FRIED CHICKEN #1021,ACTIVE,PR0031721
DAVTF8BUN,9/23/2016 0:00,SUBWAY SANDWICHES,98,A,1,ROUTINE INSPECTION,EE0000740,3024 N BROADWAY,LOS ANGELES,FA0071271,CA,90031,OW0013558,"GOLLARD, DEVELOPMENT INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY SANDWICHES,ACTIVE,PR0033771
DATKTTCF4,9/23/2016 0:00,EL POLLO LOCO #5349,97,A,1,ROUTINE INSPECTION,EE0000721,408 E WASHINGTON BLVD,LOS ANGELES,FA0012497,CA,90015,OW0010868,"EL POLLO LOCO, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,EL POLLO LOCO #5349,ACTIVE,PR0021568
DAGVEC0TZ,9/23/2016 0:00,EL POLLO LOCO #5902,96,A,1,ROUTINE INSPECTION,EE0000955,5300 W CENTINELA AVE,LOS ANGELES,FA0021111,CA,90045,OW0010868,"EL POLLO LOCO, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,EL POLLO LOCO #5902,ACTIVE,PR0037683
DAWHDVQAA,9/23/2016 0:00,KUKUI HUT CAFE,92,A,1,ROUTINE INSPECTION,EE0000846,1308 N EDGEMONT ST,LOS ANGELES,FA0240082,CA,90027-5912,OW0236246,KUKUI HUT CAFE LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,KUKUI HUT CAFE,INACTIVE,PR0188090
DA3NMNY4M,9/22/2016 0:00,JERSEY MIKE'S SUB,97,A,1,ROUTINE INSPECTION,EE0000721,801 S HOPE ST STE C,LOS ANGELES,FA0177110,CA,90017,OW0183082,JERSEY MIKE 'S,RESTAURANT (0-30) SEATS HIGH RISK,1632,JERSEY MIKE'S SUB,ACTIVE,PR0170065
DA0MVTSSG,9/22/2016 0:00,BONG SOONG A HAK DANG,85,B,1,ROUTINE INSPECTION,EE0000869,3950 WILSHIRE BLVD,LOS ANGELES,FA0010549,CA,90010,OW0019323,"KIM, JI YEON",RESTAURANT (31-60) SEATS HIGH RISK,1635,BONG SOONG A HAK DANG,ACTIVE,PR0027637
DAHKM87W0,9/22/2016 0:00,SUGARFISH,94,A,1,ROUTINE INSPECTION,EE0000727,11640 SAN VICENTE BLVD,LOS ANGELES,FA0071309,CA,90049,OW0106302,"SUSHI NOZAWA, LLC",RESTAURANT (31-60) SEATS HIGH RISK,1635,SUGARFISH,ACTIVE,PR0040139
DAO1CNS8D,9/22/2016 0:00,RESTAURANTE HERMANO CENTROAM,94,A,1,ROUTINE INSPECTION,EE0000723,3419 VENICE BLVD,LOS ANGELES,FA0046305,CA,90019,OW0024041,"MEDINA, LUIS A.",RESTAURANT (31-60) SEATS HIGH RISK,1635,RESTAURANTE HERMANO CENTROAM,ACTIVE,PR0005489
DASR8LCRM,9/22/2016 0:00,TAQUERIA LOS FELIX,93,A,1,ROUTINE INSPECTION,EE0000723,2300 VENICE BLVD,LOS ANGELES,FA0051172,CA,90019,OW0030605,"ROJAS, SANTIAGO",RESTAURANT (31-60) SEATS HIGH RISK,1635,TAQUERIA LOS FELIX,INACTIVE,PR0043610
DA42JAG1Q,9/22/2016 0:00,MULHOLLAND CLUB RESTAURANT,95,A,1,ROUTINE INSPECTION,EE0000957,2555 CRESTVIEW DR,LOS ANGELES,FA0040747,CA,90046,OW0025295,MULHOLLAND CLUB INC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,MULHOLLAND CLUB RESTAURANT,ACTIVE,PR0013646
DAYWDPK9B,9/22/2016 0:00,MRS. WINSTON,99,A,1,ROUTINE INSPECTION,EE0000721,888 S FIGUEROA ST # 170,LOS ANGELES,FA0224956,CA,90017,OW0229424,MRS. WINSTONS GREEN GRO . INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,MRS. WINSTON,ACTIVE,PR0180246
DANNFKHE3,9/22/2016 0:00,SPROUTS,91,A,1,ROUTINE INSPECTION,EE0000727,8985 W VENICE BLVD,LOS ANGELES,FA0239255,CA,90034,OW0033830,"SPROUTS, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,SPROUTS - BAKERY/DELI,ACTIVE,PR0187222
DAMHXR289,9/22/2016 0:00,CAFE BRASIL,92,A,1,ROUTINE INSPECTION,EE0000733,11736 W WASHINGTON BLVD,LOS ANGELES,FA0058906,CA,90066,OW0005692,CAFE BRASIL LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,CAFE BRASIL,ACTIVE,PR0025321
DA21W0Y4N,9/22/2016 0:00,MI FLOR BLANCA,96,A,1,ROUTINE INSPECTION,EE0000594,2306 1/2 S UNION AVE,LOS ANGELES,FA0039266,CA,90007,OW0012708,GARCIA ABELINA,RESTAURANT (31-60) SEATS HIGH RISK,1635,MI FLOR BLANCA,ACTIVE,PR0046536
DA6KPRAM0,9/22/2016 0:00,ASIANYA,87,B,1,ROUTINE INSPECTION,EE0000144,11660 GATEWAY BLVD,LOS ANGELES,FA0004398,CA,90064,OW0010602,"E.H.P. INVESTMENTS, INC",RESTAURANT (61-150) SEATS HIGH RISK,1638,ASIANYA,ACTIVE,PR0027532
DAJWUWXWF,9/22/2016 0:00,YA SIK NA RA,84,B,1,ROUTINE INSPECTION,EE0000869,3871 WILSHIRE BLVD,LOS ANGELES,FA0224971,CA,90010,OW0229437,YASIK HOT AND SPICY INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,YA SIK NA RA,ACTIVE,PR0180265
DA32FGQUN,9/22/2016 0:00,BIRRIERIA CHALIO,92,A,1,ROUTINE INSPECTION,EE0000557,3580 E 1ST ST,LOS ANGELES,FA0005767,CA,90063,OW0022500,"LUIS, MARIA J",RESTAURANT (61-150) SEATS HIGH RISK,1638,BIRRIERIA CHALIO,ACTIVE,PR0031076
DAFXNF9H3,9/22/2016 0:00,STUDY HALL,91,A,1,ROUTINE INSPECTION,EE0000594,2827 S HOOVER ST,LOS ANGELES,FA0162819,CA,90007,OW0126518,"29TH & HOOVER, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,STUDY HALL,ACTIVE,PR0150967
DAEBBV8XZ,9/22/2016 0:00,ANGEL'S JUICE BAR,87,B,1,ROUTINE INSPECTION,EE0000854,833 S WESTERN AVE STE #40,LOS ANGELES,FA0003868,CA,90005,OW0018382,"KANG, CHARLES S",RESTAURANT (0-30) SEATS LOW RISK,1630,ANGEL'S JUICE BAR,ACTIVE,PR0007714
DAHSAGYB0,9/22/2016 0:00,BEST BURGER,96,A,1,ROUTINE INSPECTION,EE0000723,4531 W WASHINGTON BLVD,LOS ANGELES,FA0009057,CA,90016,OW0016907,"IM, BONG SOON",RESTAURANT (0-30) SEATS HIGH RISK,1632,BEST BURGER,ACTIVE,PR0013315
DAEVT3YWA,9/22/2016 0:00,TACO HOUSE,91,A,1,ROUTINE INSPECTION,EE0000721,340 S HILL ST,LOS ANGELES,FA0050831,CA,90013,OW0025036,"MORALES, JORGE MARIO",RESTAURANT (31-60) SEATS HIGH RISK,1635,TACO HOUSE,ACTIVE,PR0028543
DAKEPUXHQ,9/22/2016 0:00,TAQUERIA JALISCO,97,A,1,ROUTINE INSPECTION,EE0000723,4755 W WASHINGTON BLVD,LOS ANGELES,FA0050623,CA,90016,OW0018067,"JUAREZ, DAVID",RESTAURANT (0-30) SEATS HIGH RISK,1632,TAQUERIA JALISCO,ACTIVE,PR0044510
DADDJYMLL,9/22/2016 0:00,N NAKA,90,A,1,ROUTINE INSPECTION,EE0000144,3455 OVERLAND AVE,LOS ANGELES,FA0042073,CA,90034,OW0026383,NUR RESTAURANT GROUP,RESTAURANT (0-30) SEATS HIGH RISK,1632,N NAKA SUSHI,ACTIVE,PR0026891
DA8H8XGW3,9/22/2016 0:00,RED ONION,95,A,1,ROUTINE INSPECTION,EE0000957,8155 MELROSE AVE,LOS ANGELES,FA0046139,CA,90046,OW0035708,THE RED ONION LLC.,RESTAURANT (151 + ) SEATS HIGH RISK,1641,RED ONION,ACTIVE,PR0000165
DATAMOSWX,9/22/2016 0:00,THE COUNTER,93,A,1,ROUTINE INSPECTION,EE0000721,725 W 7TH ST,LOS ANGELES,FA0051867,CA,90017,OW0012549,"G & D INVESTMENTS, INC.",RESTAURANT (151 + ) SEATS HIGH RISK,1641,THE COUNTER,ACTIVE,PR0000302
DALVR3XLL,9/22/2016 0:00,SUGARFISH,96,A,1,ROUTINE INSPECTION,EE0000721,600 W 7TH ST STE 150,LOS ANGELES,FA0071308,CA,90017,OW0106302,"SUSHI NOZAWA, LLC",RESTAURANT (31-60) SEATS HIGH RISK,1635,SUGARFISH,ACTIVE,PR0041687
DAQK0ZHFY,9/22/2016 0:00,TOM'S BURGERS,92,A,1,ROUTINE INSPECTION,EE0000557,3566 E 1ST ST,LOS ANGELES,FA0167663,CA,90063,OW0130645,"TOM'S BURGERS, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,TOM'S BURGERS,ACTIVE,PR0158043
DAEFTKA2P,9/22/2016 0:00,EL PASEO INN,91,A,1,ROUTINE INSPECTION,EE0000360,11 E OLVERA ST,LOS ANGELES,FA0021070,CA,90012,OW0005899,"CAMACHO,ANDY",RESTAURANT (61-150) SEATS HIGH RISK,1638,EL PASEO INN,ACTIVE,PR0016187
DAXAEHZHC,9/22/2016 0:00,MAXIMILIANO,85,B,1,ROUTINE INSPECTION,EE0000923,5930 YORK BLVD,LOS ANGELES,FA0066595,CA,90042,OW0023813,MAXIMILIANO HP INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,MAXIMILIANO,ACTIVE,PR0023076
DAQ8TFAFJ,9/22/2016 0:00,ACE HOTEL DOWNTOWN LOS ANGELES,96,A,1,ROUTINE INSPECTION,EE0000721,929 S BROADWAY ST,LOS ANGELES,FA0174716,CA,90015,OW0181353,CHSP TRS LOS ANGELES II LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,ACE HOTEL DOWNTOWN LOS ANGELES - MEZZAINE KITCHEN,ACTIVE,PR0167754
DAT9L07XO,9/22/2016 0:00,THE SHORT STOP,92,A,1,ROUTINE INSPECTION,EE0000360,1455 W SUNSET BLVD,LOS ANGELES,FA0051692,CA,90026,OW0038213,VOWEL STATE HOSPITALITY,RESTAURANT (0-30) SEATS LOW RISK,1630,THE SHORT STOP,ACTIVE,PR0014746
DAZMRT7IN,9/22/2016 0:00,DOREEN'S TROPICAL FRUITS,96,A,1,ROUTINE INSPECTION,EE0000721,102 W 7TH ST,LOS ANGELES,FA0061071,CA,90014,OW0006620,"CEBALLOS, GUADALUPE",RESTAURANT (0-30) SEATS MODERATE RISK,1631,DOREEN'S TROPICAL FRUITS,ACTIVE,PR0017513
DANLUOPIZ,9/22/2016 0:00,GALBI HOUSE,90,A,1,ROUTINE INSPECTION,EE0000869,3869 WILSHIRE BLVD,LOS ANGELES,FA0070646,CA,90010,OW0038977,"WILSHIRE BISTRO, INC",RESTAURANT (31-60) SEATS HIGH RISK,1635,GALBI HOUSE,INACTIVE,PR0047106
DAGXQRBX8,9/22/2016 0:00,CIELITO LINDO,94,A,1,ROUTINE INSPECTION,EE0000360,OLVERA ST 23,LOS ANGELES,FA0059845,CA,90012,OW0040103,ZACATELANAS INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CIELITO LINDO,ACTIVE,PR0010591
DAOZVEJLK,9/22/2016 0:00,BAZZAR PIZZA INC,95,A,1,ROUTINE INSPECTION,EE0000721,100 1/2 W 7TH ST,LOS ANGELES,FA0221986,CA,90014,OW0226909,BAZZAR PIZZA INC.,RESTAURANT (31-60) SEATS MODERATE RISK,1634,BAZZAR PIZZA INC,INACTIVE,PR0176973
DAK1ZD05W,9/22/2016 0:00,ACE HOTEL DOWNTOWN LOS ANGELES,96,A,1,ROUTINE INSPECTION,EE0000721,929 S BROADWAY ST,LOS ANGELES,FA0174716,CA,90015,OW0181353,CHSP TRS LOS ANGELES II LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,ACE HOTEL DOWNTOWN LOS ANGELES - BANQUAT  KITCHEN  E 2ND FLOOR,ACTIVE,PR0167757
DAENNUJLJ,9/22/2016 0:00,JUANITA'S CAFE,94,A,1,ROUTINE INSPECTION,EE0000360,OLVERA ST 20,LOS ANGELES,FA0064535,CA,90012,OW0012017,"FLORES, EDWARD A",RESTAURANT (0-30) SEATS MODERATE RISK,1631,JUANITA'S CAFE,ACTIVE,PR0024602
DAE54PA5Z,9/22/2016 0:00,CAFE 100,90,A,1,ROUTINE INSPECTION,EE0000375,10100 STA MON BLVD STE A105,LOS ANGELES,FA0011899,CA,90067,OW0016711,"HWANG, HEE JUNG",RESTAURANT (0-30) SEATS HIGH RISK,1632,CAFE 100,ACTIVE,PR0034360
DAO8INED2,9/22/2016 0:00,PESTOLINI,95,A,1,ROUTINE INSPECTION,EE0000721,363 S BROADWAY,LOS ANGELES,FA0164408,CA,90013,OW0127757,AMOS JUAREZ  - LORENZO,RESTAURANT (61-150) SEATS HIGH RISK,1638,PESTOLINI,ACTIVE,PR0152679
DAKM0FGQI,9/22/2016 0:00,KUSH SAKE BAR,91,A,1,ROUTINE INSPECTION,EE0000360,1356 ALLISON AVE,LOS ANGELES,FA0162771,CA,90026,OW0126475,KUSH SAKE BAR INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,KUSH SAKE BAR,INACTIVE,PR0150913
DAIUNQIHO,9/22/2016 0:00,THIRSTY CROW,93,A,1,ROUTINE INSPECTION,EE0000904,2939 W SUNSET BLVD,LOS ANGELES,FA0072563,CA,90026,OW0003621,BA2 LLC,RESTAURANT (0-30) SEATS LOW RISK,1630,THIRSTY CROW,ACTIVE,PR0025247
DACCIU9IS,9/22/2016 0:00,CASA INDIA,96,A,1,ROUTINE INSPECTION,EE0000721,348 S BROADWAY,LOS ANGELES,FA0007938,CA,90013,OW0037377,"VASQUEZ, FRANCISCO",RESTAURANT (61-150) SEATS HIGH RISK,1638,CASA INDIA,ACTIVE,PR0002764
DA1BW30ZH,9/22/2016 0:00,LA NOCHE BUENA,94,A,1,ROUTINE INSPECTION,EE0000360,OLVERA ST E8,LOS ANGELES,FA0034679,CA,90012,OW0012880,"GARCIA-CANO, GUILLERMO",RESTAURANT (0-30) SEATS MODERATE RISK,1631,LA NOCHE BUENA,ACTIVE,PR0047330
DABAQLF3X,9/22/2016 0:00,YUMMIE SANDWICH & FOOD TO GO,97,A,1,ROUTINE INSPECTION,EE0000360,818 N BROADWAY STE 106B,LOS ANGELES,FA0155877,CA,90012-2341,OW0121147,"TA,JENNIE QUYEN TU",RESTAURANT (0-30) SEATS MODERATE RISK,1631,YUMMIE SANDWICH & FOOD TO GO,ACTIVE,PR0143315
DALO5GXYJ,9/22/2016 0:00,BIRDS ROTISSERIE CHICKEN CAFE,90,A,1,ROUTINE INSPECTION,EE0000697,5925 FRANKLIN AVE,LOS ANGELES,FA0009693,CA,90028,OW0040119,"ZAKSHEVSKI, HENRY",RESTAURANT (61-150) SEATS HIGH RISK,1638,BIRDS ROTISSERIE CHICKEN CAFE,ACTIVE,PR0007043
DAQCUNLBG,9/22/2016 0:00,NATURA SPORTS HEALTH CLUB,97,A,1,ROUTINE INSPECTION,EE0000531,3240 WILSHIRE BLVD BSMT #BSMT,LOS ANGELES,FA0041176,CA,90010,OW0034639,SWK ENTERPRISES INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,NATURA SPORTS HEALTH CLUB,ACTIVE,PR0027130
DAS0KP6YJ,9/22/2016 0:00,MACCHERONI REPUBLIC,97,A,1,ROUTINE INSPECTION,EE0000721,332 S BROADWAY,LOS ANGELES,FA0066194,CA,90013,OW0006031,CANGEM INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,MACCHERONI REPUBLIC,ACTIVE,PR0043165
DASJD5LJ6,9/22/2016 0:00,LITTLE SISTER @ DTLA,94,A,1,ROUTINE INSPECTION,EE0000721,523 W 7TH ST,LOS ANGELES,FA0177896,CA,90014,OW0183783,"LSDT, LLC",RESTAURANT (31-60) SEATS HIGH RISK,1635,LITTLE SISTER @ DTLA,ACTIVE,PR0170972
DADZISMQ5,9/22/2016 0:00,HERA BAR CAFE,93,A,1,ROUTINE INSPECTION,EE0000869,3879 WILSHIRE BLVD,LOS ANGELES,FA0137522,CA,90010,OW0100573,HERA ENTERPRISE INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,HERA BAR CAFE,ACTIVE,PR0121627
DAV1YK0JV,9/22/2016 0:00,LA PASTA PRIMAVERA,93,A,1,ROUTINE INSPECTION,EE0000721,611 W 7TH ST,LOS ANGELES,FA0034690,CA,90017,OW0017969,JOYCE PAIR,RESTAURANT (31-60) SEATS HIGH RISK,1635,LA PASTA PRIMAVERA,INACTIVE,PR0029879
DAE2ZF6TE,9/22/2016 0:00,HORSE THIEF BBQ,93,A,1,ROUTINE INSPECTION,EE0000721,324 S HILL ST,LOS ANGELES,FA0158287,CA,90013,OW0123361,HORSE THIEF LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,HORSE THIEF BBQ,ACTIVE,PR0146368
DAT5TU7II,9/22/2016 0:00,MAINLAND,90,A,1,ROUTINE INSPECTION,EE0000468,8318 1/2 3RD ST,LOS ANGELES,FA0171709,CA,90048,OW0178771,"MAINLAND , L.P.",RESTAURANT (0-30) SEATS HIGH RISK,1632,MAINLAND,ACTIVE,PR0164149
DARAMYRX8,9/22/2016 0:00,ARNIE MORTON'S OF CHICAGO,97,A,1,ROUTINE INSPECTION,EE0000721,735 S FIGUEROA ST STE 207,LOS ANGELES,FA0004257,CA,90017,OW0003078,ARNIE MORTON'S OF CHICAGO,RESTAURANT (151 + ) SEATS HIGH RISK,1641,ARNIE MORTON'S OF CHICAGO,ACTIVE,PR0000746
DANXOX2QG,9/22/2016 0:00,FLAME INTERNATIONAL,90,A,1,ROUTINE INSPECTION,EE0000684,11330 SANTA MONICA BLVD # #B,LOS ANGELES,FA0013704,CA,90025,OW0038275,W.L.A. FLAME INTERNATIONAL I,RESTAURANT (61-150) SEATS HIGH RISK,1638,FLAME INTERNATIONAL,ACTIVE,PR0025162
DAAX36P7U,9/22/2016 0:00,TRIMANA,90,A,1,ROUTINE INSPECTION,EE0000375,1875 CENTURY PARK E STE A,LOS ANGELES,FA0038565,CA,90067,OW0038503,WATT ELYAD CORP.,RESTAURANT (61-150) SEATS HIGH RISK,1638,TRIMANA,ACTIVE,PR0043041
DAJ5ZBD70,9/22/2016 0:00,FRANKLIN & CO TAVERN,92,A,1,ROUTINE INSPECTION,EE0000697,5923 FRANKLIN AVE,LOS ANGELES,FA0023894,CA,90028,OW0012301,FRANKLIN & CO TAVERN L.P.,RESTAURANT (0-30) SEATS HIGH RISK,1632,FRANKLIN & CO TAVERN,ACTIVE,PR0017648
DAX8SL0HP,9/22/2016 0:00,FIVE GUYS BURGERS & FRIES,100,A,1,ROUTINE INSPECTION,EE0000721,735 S FIGUEROA ST STE 129,LOS ANGELES,FA0226441,CA,90017,OW0011913,"FIVE GUYS OPERATIONS, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,FIVE GUYS BURGERS AND FRIES,ACTIVE,PR0181776
