serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DAU0OAVFN,03/28/2016 12:00:00 AM,YOGURTLAND,98,A,1,ROUTINE INSPECTION,EE0000375,10250 SANTA MONICA BLVD STE 1260,LOS ANGELES,FA0041664,CA,90067,OW0032579,SHF ENTERPRISES INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,YOGURTLAND,ACTIVE,PR0038841
DACRY3VO2,03/28/2016 12:00:00 AM,LOUISIANA FRIED CHICKEN & HONG 2,91,A,1,ROUTINE INSPECTION,EE0000958,12730 S FIGUEROA ST # 101,LOS ANGELES,FA0166228,CA,90061,OW0129403,ZI FA LIN,RESTAURANT (0-30) SEATS HIGH RISK,1632,LOUISIANA FRIED CHICKEN & HONG 2,ACTIVE,PR0156483
DA24RVXB0,03/28/2016 12:00:00 AM,NATUREWELL,91,A,1,ROUTINE INSPECTION,EE0000904,3824 W SUNSET BLVD,LOS ANGELES,FA0042217,CA,90026,OW0040099,ZABLAH TONI,RESTAURANT (0-30) SEATS MODERATE RISK,1631,NATUREWELL,ACTIVE,PR0016646
DAOSQIQYP,03/28/2016 12:00:00 AM,SPICY BBQ,97,A,1,ROUTINE INSPECTION,EE0000912,5101 SANTA MONICA BLVD STE 1,LOS ANGELES,FA0048384,CA,90029,OW0016552,"HUESCA, KANLAYA",RESTAURANT (0-30) SEATS HIGH RISK,1632,SPICY BBQ,INACTIVE,PR0009699
DAAGMPP09,03/28/2016 12:00:00 AM,TAL'S CAFE,93,A,1,ROUTINE INSPECTION,EE0000729,2701 W FLORENCE AVE,LOS ANGELES,FA0071835,CA,90043,OW0006619,CDS INVESTMENTS INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,TAL'S CAFE,ACTIVE,PR0039410
DAI7ODYPS,03/28/2016 12:00:00 AM,MELKAM ETHIOPIAN RESTAURANT,95,A,1,ROUTINE INSPECTION,EE0000723,3182 W PICO BLVD,LOS ANGELES,FA0137447,CA,90019,OW0100432,MELKAM INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,MELKAM ETHIOPIAN RESTAURANT,ACTIVE,PR0121480
DA1ST0WBY,03/28/2016 12:00:00 AM,PHO 24,83,B,1,ROUTINE INSPECTION,EE0000699,3450 W 6TH ST # 109B,LOS ANGELES,FA0221712,CA,90020,OW0226731,PHO 24 INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,PHO 24,ACTIVE,PR0176710
DASPG62CA,03/28/2016 12:00:00 AM,ATCH-KODTCH,90,A,1,ROUTINE INSPECTION,EE0000709,1253 N VINE ST STE #5,LOS ANGELES,FA0007597,CA,90038,OW0012539,G J INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,ATCH-KODTCH,ACTIVE,PR0010159
DAD0VYC90,03/28/2016 12:00:00 AM,NAT'S THAI FOOD,90,A,1,ROUTINE INSPECTION,EE0000709,1123 N VINE ST STE #11,LOS ANGELES,FA0026097,CA,90038,OW0033855,"SRIDAKUN, TASANEE",RESTAURANT (0-30) SEATS HIGH RISK,1632,NAT'S THAI FOOD,ACTIVE,PR0045463
DA5XGVSAS,03/28/2016 12:00:00 AM,EB'S BAR,96,A,1,ROUTINE INSPECTION,EE0000468,6333 W 3RD ST STE #408,LOS ANGELES,FA0019920,CA,90036,OW0000831,326 LLC,RESTAURANT (0-30) SEATS LOW RISK,1630,EB'S BAR,ACTIVE,PR0027455
DAU01HLYN,03/28/2016 12:00:00 AM,BUFFALO WILD WINGS,94,A,1,ROUTINE INSPECTION,EE0000835,7060 HOLLYWOOD BLVD # #110,LOS ANGELES,FA0011178,CA,90028,OW0004816,"BLAZIN WINGS, INC.",RESTAURANT (151 + ) SEATS HIGH RISK,1641,BUFFALO WILD WINGS,ACTIVE,PR0026931
DA17QCNG7,03/28/2016 12:00:00 AM,FALAFEL ARAX,98,A,1,ROUTINE INSPECTION,EE0000912,5101 SANTA MONICA BLVD #2,LOS ANGELES,FA0022547,CA,90029,OW0026636,"OHANNESSEAN,ARDACHES DBA",RESTAURANT (0-30) SEATS HIGH RISK,1632,FALAFEL ARAX,ACTIVE,PR0043624
DAFEF5K3F,03/28/2016 12:00:00 AM,GUISADOS,95,A,1,ROUTINE INSPECTION,EE0000360,1261 W SUNSET BLVD,LOS ANGELES,FA0016005,CA,90026,OW0009563,DE LA TORRE RESTAURANT GROUP,RESTAURANT (61-150) SEATS HIGH RISK,1638,GUISADOS,ACTIVE,PR0042951
DAUDW5JLN,03/28/2016 12:00:00 AM,LA NUMERO UNO-PUPUSERIA SALV,94,A,1,ROUTINE INSPECTION,EE0000709,1247 N VINE ST,LOS ANGELES,FA0033483,CA,90038,OW0024242,MERCADO ELVIA G,RESTAURANT (31-60) SEATS HIGH RISK,1635,LA NUMERO UNO-PUPUSERIA SALV,ACTIVE,PR0032208
DA5OUVCTO,03/28/2016 12:00:00 AM,BROADWAY FOOD CORNER,87,B,1,ROUTINE INSPECTION,EE0000721,315 W 5TH ST,LOS ANGELES,FA0010991,CA,90013,OW0021347,"LEE, SANG BONG",RESTAURANT (61-150) SEATS HIGH RISK,1638,BROADWAY FOOD CORNER,INACTIVE,PR0010524
DAO6OQMY2,03/28/2016 12:00:00 AM,MUSHROOM HOUSE,80,B,1,ROUTINE INSPECTION,EE0000723,2426 W 8TH ST STE 109,LOS ANGELES,FA0040919,CA,90057,OW0021116,LEE SOO K.,RESTAURANT (0-30) SEATS HIGH RISK,1632,MUSHROOM HOUSE,INACTIVE,PR0030913
DADGWQYU9,03/28/2016 12:00:00 AM,EL FLORIDITA,92,A,1,ROUTINE INSPECTION,EE0000709,1253 N VINE ST,LOS ANGELES,FA0013107,CA,90038,OW0006536,ARMANDO CASTRO & GREGORIO ESPINOSA,RESTAURANT (61-150) SEATS HIGH RISK,1638,EL FLORIDITA,ACTIVE,PR0011029
DAKHLG20Z,03/28/2016 12:00:00 AM,RESTAURANTE Y PUPUSERIA LA LIBERTAD,90,A,1,ROUTINE INSPECTION,EE0001073,8101 S CENTRAL AVE,LOS ANGELES,FA0160653,CA,90001,OW0125605,ROSA GUERRA,RESTAURANT (0-30) SEATS HIGH RISK,1632,RESTAURANTE Y PUPUSERIA LA LIBERTAD,ACTIVE,PR0148738
DACAUOTUQ,03/25/2016 12:00:00 AM,BS TAQUERIA,96,A,1,ROUTINE INSPECTION,EE0000721,514 W 7TH ST,LOS ANGELES,FA0174236,CA,90014,OW0180938,"SPROUT DTLA, LLC",RESTAURANT (31-60) SEATS HIGH RISK,1635,BS TAQUERIA,ACTIVE,PR0167114
DAOGIIKDX,03/25/2016 12:00:00 AM,BIBI'S CAFE,90,A,1,ROUTINE INSPECTION,EE0000723,2400 W 7TH ST # 101,LOS ANGELES,FA0164404,CA,90057,OW0127752,BIBI'S CAFE INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,BIBi'S CAFE,INACTIVE,PR0152675
DA0NISSCQ,03/25/2016 12:00:00 AM,ARDA'S CAFE,95,A,1,ROUTINE INSPECTION,EE0000721,418 W 6TH ST,LOS ANGELES,FA0138576,CA,90014,OW0101917,"Z & L ENTERPRISE, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,ARDA'S CAFE,INACTIVE,PR0122912
DAKM84JMP,03/25/2016 12:00:00 AM,RAMEN YAMADAYA,84,B,1,ROUTINE INSPECTION,EE0000924,1248 WESTWOOD BLVD,LOS ANGELES,FA0045326,CA,90024,OW0017718,JINS DINING USA,RESTAURANT (31-60) SEATS HIGH RISK,1635,RAMEN YAMADAYA,ACTIVE,PR0031300
DATWRF68L,03/25/2016 12:00:00 AM,SINULANG ALLKELANG,92,A,1,ROUTINE INSPECTION,EE0000854,1032 S CRENSHAW BLVD STE B,LOS ANGELES,FA0048581,CA,90019,OW0022715,"MA, HUNG HEE",RESTAURANT (31-60) SEATS HIGH RISK,1635,SINULANG ALLKELANG,ACTIVE,PR0024878
DA4I3KJFC,03/25/2016 12:00:00 AM,SUPER DONUT HOUSE,90,A,1,ROUTINE INSPECTION,EE0000835,7307 W SUNSET BLVD,LOS ANGELES,FA0050271,CA,90046,OW0039153,"WONG, DELIA",RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUPER DONUT HOUSE,INACTIVE,PR0022382
DAPGXJ8TR,03/25/2016 12:00:00 AM,MAS MALO,94,A,1,ROUTINE INSPECTION,EE0000721,515 W 7TH ST,LOS ANGELES,FA0039150,CA,90014,OW0023081,MALO DOS LP,RESTAURANT (151 + ) SEATS HIGH RISK,1641,MAS MALO,ACTIVE,PR0000941
DA8BQDMEW,03/25/2016 12:00:00 AM,SL DONUTS,92,A,1,ROUTINE INSPECTION,EE0001026,4411 S MAIN ST,LOS ANGELES,FA0047937,CA,90037,OW0007205,CHAU FANN,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SL DONUTS,ACTIVE,PR0041048
DAJBO6Q4O,03/25/2016 12:00:00 AM,PIZZA AMORE,90,A,1,ROUTINE INSPECTION,EE0001025,6001 S VERMONT AVE # #4,LOS ANGELES,FA0044124,CA,90044,OW0023240,OSCAR MANUEL GARCIA,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PIZZA AMORE,ACTIVE,PR0012608
DA3FPJTP1,03/25/2016 12:00:00 AM,CAFE BEAUJOLAIS,96,A,1,ROUTINE INSPECTION,EE0000162,1712 COLORADO BLVD,LOS ANGELES,FA0011907,CA,90041,OW0010623,EAGLEROCK ENTERPRISE INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,CAFE BEAUJOLAIS,ACTIVE,PR0001468
DADOMBELA,03/25/2016 12:00:00 AM,LITTLE SISTER @ DTLA,91,A,1,ROUTINE INSPECTION,EE0000721,523 W 7TH ST,LOS ANGELES,FA0177896,CA,90014,OW0183783,"LSDT, LLC",RESTAURANT (31-60) SEATS HIGH RISK,1635,LITTLE SISTER @ DTLA,ACTIVE,PR0170972
DAQQFQ8BJ,03/25/2016 12:00:00 AM,CHINA EXPRESS,90,A,1,ROUTINE INSPECTION,EE0001026,5440 S CENTRAL AVE,LOS ANGELES,FA0059686,CA,90011,OW0036856,"UN, SREILEAKHENA",RESTAURANT (0-30) SEATS HIGH RISK,1632,CHINA EXPRESS,ACTIVE,PR0014231
DAXORRLQW,03/25/2016 12:00:00 AM,HOLA POLLO,91,A,1,ROUTINE INSPECTION,EE0000723,2024 W 7TH ST,LOS ANGELES,FA0016956,CA,90057,OW0019847,KONG JUNG SHIK,RESTAURANT (0-30) SEATS HIGH RISK,1632,HOLA POLLO,ACTIVE,PR0048211
DA3JIVYVW,03/25/2016 12:00:00 AM,SUGARFISH,93,A,1,ROUTINE INSPECTION,EE0000721,600 W 7TH ST STE 150,LOS ANGELES,FA0071308,CA,90017,OW0106302,"SUSHI NOZAWA, LLC",RESTAURANT (31-60) SEATS HIGH RISK,1635,SUGARFISH,ACTIVE,PR0041687
DAGXAWJN3,03/25/2016 12:00:00 AM,ABC CHINESE FOOD,94,A,1,ROUTINE INSPECTION,EE0000721,100 W 7TH ST,LOS ANGELES,FA0002758,CA,90014,OW0039584,YEE FAMILY CORPORATION,RESTAURANT (0-30) SEATS HIGH RISK,1632,ABC CHINESE FOOD,ACTIVE,PR0009797
