serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DAVQ0K1BD,11/17/2015 12:00:00 AM,EL TORITO CAFE,90,A,1,ROUTINE INSPECTION,EE0000740,1462 GRIFFITH AVE,LOS ANGELES,FA0012774,CA,90021,OW0023568,"MARTINEZ, MARIA",RESTAURANT (31-60) SEATS HIGH RISK,1635,EL TORITO CAFE,ACTIVE,PR0020612
DARGSKF2M,11/17/2015 12:00:00 AM,BIG JIM'S DONUTS,97,A,1,ROUTINE INSPECTION,EE0000997,2401 E WHITTIER BLVD,LOS ANGELES,FA0009634,CA,90023,OW0007477,"CHHOR, LISA",RESTAURANT (0-30) SEATS MODERATE RISK,1631,BIG JIM'S DONUTS,ACTIVE,PR0026831
DACEAFX0U,11/17/2015 12:00:00 AM,LOS TRES COCHINITOS,92,A,1,ROUTINE INSPECTION,EE0000740,3111 N MAIN ST,LOS ANGELES,FA0065982,CA,90031,OW0037319,"VARGAS, ALICIA LOPEZ",RESTAURANT (31-60) SEATS HIGH RISK,1635,LOS TRES COCHINITOS,ACTIVE,PR0007257
DA6TUTV0C,11/17/2015 12:00:00 AM,BABLU CAFE,97,A,1,ROUTINE INSPECTION,EE0000117,1040 N LAS PALMAS AVE,LOS ANGELES,FA0141725,CA,90038-2409,OW0104874,"SINGER, ALAN",RESTAURANT (0-30) SEATS HIGH RISK,1632,BABLU CAFE,ACTIVE,PR0128014
DAKK70CUK,11/17/2015 12:00:00 AM,THE JUICE LAB,93,A,1,ROUTINE INSPECTION,EE0000699,3959 WILSHIRE BLVD # B5,LOS ANGELES,FA0178500,CA,90010-3315,OW0184234,"PLAIN JUICE, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,THE JUICE LAB,INACTIVE,PR0171940
DATRHDRXU,11/17/2015 12:00:00 AM,NORMANDIE COUNTRY BAKERY,97,A,1,ROUTINE INSPECTION,EE0000037,3022 S COCHRAN AVE,LOS ANGELES,FA0142968,CA,90016-3706,OW0104326,"LEBLOND, JOSETTE",RESTAURANT (31-60) SEATS HIGH RISK,1635,NORMANDIE COUNTRY BAKERY,ACTIVE,PR0127930
DAFUZHCF0,11/17/2015 12:00:00 AM,2ND FLOOR LA,85,B,1,ROUTINE INSPECTION,EE0000531,865 S VERMONT AVE,LOS ANGELES,FA0159511,CA,90005,OW0124524,2ND FLOOR LA INC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,2ND FLOOR LA,ACTIVE,PR0147573
DAE1GKQZI,11/17/2015 12:00:00 AM,NO Q NO TACOS,92,A,1,ROUTINE INSPECTION,EE0000723,3224 W VENICE BLVD,LOS ANGELES,FA0042524,CA,90019,OW0032266,"SERRANO, ESTELA",RESTAURANT (0-30) SEATS HIGH RISK,1632,NO Q NO TACOS,ACTIVE,PR0035728
DALCXE157,11/17/2015 12:00:00 AM,PAPILLES,94,A,1,ROUTINE INSPECTION,EE0000697,6221 FRANKLIN AVE,LOS ANGELES,FA0027785,CA,90028,OW0027541,"PAPILLES, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,PAPILLES,ACTIVE,PR0032574
DARX0D0VC,11/17/2015 12:00:00 AM,BUSBYS,91,A,1,ROUTINE INSPECTION,EE0000853,5364 WILSHIRE BLVD,LOS ANGELES,FA0011475,CA,90036,OW0035707,THE RED MILE INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,BUSBYS,ACTIVE,PR0017370
DAN9PUEVZ,11/17/2015 12:00:00 AM,TALAY THAI RESTAURANT,90,A,1,ROUTINE INSPECTION,EE0000684,11314 SANTA MONICA BLVD,LOS ANGELES,FA0051108,CA,90025,OW0032107,"SEETAPAWANG, UCKARADET",RESTAURANT (31-60) SEATS HIGH RISK,1635,TALAY THAI RESTAURANT,ACTIVE,PR0029199
DA1CXM2FC,11/17/2015 12:00:00 AM,BOURBON STREET SHRIMP & GRILLE,90,A,1,ROUTINE INSPECTION,EE0000338,10928 W PICO BLVD,LOS ANGELES,FA0163738,CA,90064,OW0127292,GULP INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,BOURBON STREET SHRIMP & GRILLE,ACTIVE,PR0151963
DACQAZAJA,11/17/2015 12:00:00 AM,MARTITA'S MEXICAN RESTAURANT,95,A,1,ROUTINE INSPECTION,EE0000740,2657 PASADENA AVE,LOS ANGELES,FA0038046,CA,90031,OW0032230,SEPULVEDA CRUZ R.,RESTAURANT (0-30) SEATS HIGH RISK,1632,MARTITA'S MEXICAN RESTAURANT,ACTIVE,PR0022885
DAEYIC0DZ,11/17/2015 12:00:00 AM,FRANK'S,93,A,1,ROUTINE INSPECTION,EE0000468,363 S FAIRFAX AVE # #A,LOS ANGELES,FA0062294,CA,90036,OW0020939,"LAZARO, SALVADOR",RESTAURANT (0-30) SEATS HIGH RISK,1632,FRANK'S,ACTIVE,PR0018220
DAGHQTFYQ,11/17/2015 12:00:00 AM,RASPADOS NAYARIT,96,A,1,ROUTINE INSPECTION,EE0000740,3426 N BROADWAY,LOS ANGELES,FA0045458,CA,90031,OW0006211,"CARMONA, MARIA DEL REFIGIO",RESTAURANT (0-30) SEATS MODERATE RISK,1631,RASPADOS NAYARIT,ACTIVE,PR0011138
DAXUIRXNU,11/17/2015 12:00:00 AM,COSTA DEL SOL,92,A,1,ROUTINE INSPECTION,EE0000721,2201 S SAN PEDRO ST,LOS ANGELES,FA0158278,CA,90011,OW0123358,FLORES MARTHA D,RESTAURANT (31-60) SEATS HIGH RISK,1635,COSTA DEL SOL,ACTIVE,PR0146358
DA8HQ6J6Y,11/17/2015 12:00:00 AM,LA SCALA PRESTO,98,A,1,ROUTINE INSPECTION,EE0000727,11740 SAN VICENTE BLVD STE 104,LOS ANGELES,FA0065325,CA,90049,OW0020473,LA SCALA RESTAURANTS CORP,RESTAURANT (61-150) SEATS HIGH RISK,1638,LA SCALA PRESTO,ACTIVE,PR0012888
DACI0ZHMD,11/17/2015 12:00:00 AM,TACO BELL,97,A,1,ROUTINE INSPECTION,EE0000800,3629 S VERMONT AVE,LOS ANGELES,FA0050198,CA,90007,OW0032964,SIMPLY TACOS,RESTAURANT (61-150) SEATS MODERATE RISK,1637,TACO BELL,INACTIVE,PR0021443
DA6J1GENF,11/17/2015 12:00:00 AM,MIKE'S DELI,95,A,1,ROUTINE INSPECTION,EE0000006,4859 W SLAUSON AVE STE #B,LOS ANGELES,FA0066946,CA,90056,OW0024460,"MIKE'S DELI, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,MIKE'S DELI,ACTIVE,PR0021383
DAQR00IKL,11/17/2015 12:00:00 AM,PHO SAIGON,91,A,1,ROUTINE INSPECTION,EE0000869,3831 W 6TH ST,LOS ANGELES,FA0028370,CA,90020,OW0032652,"SHIN, JANE J",RESTAURANT (31-60) SEATS HIGH RISK,1635,PHO SAIGON,ACTIVE,PR0023638
DAIK2OWLS,11/17/2015 12:00:00 AM,NANCY'S BAKERY,97,A,1,ROUTINE INSPECTION,EE0000953,12617 W WASHINGTON BLVD,LOS ANGELES,FA0026079,CA,90066,OW0014318,"GUTIERREZ, PAULINO",RESTAURANT (0-30) SEATS MODERATE RISK,1631,NANCY'S BAKERY,ACTIVE,PR0003833
DAAGZCXVO,11/17/2015 12:00:00 AM,MCDONALD'S #29411,98,A,1,ROUTINE INSPECTION,EE0000249,1160 E ROSECRANS AVE,LOS ANGELES,FA0066645,CA,90059,OW0026140,NKP MANAGEMENT INC,RESTAURANT (61-150) SEATS MODERATE RISK,1637,MC DONALD'S #29411,ACTIVE,PR0031143
DABCNLK00,11/17/2015 12:00:00 AM,ATLANTIC RESTAURANT,90,A,1,ROUTINE INSPECTION,EE0001049,630 S ATLANTIC BLVD,LOS ANGELES,FA0171875,CA,90022,OW0178937,ARCELY ARRIAGA,RESTAURANT (31-60) SEATS HIGH RISK,1635,ATLANTIC RESTAURANT,ACTIVE,PR0164336
DA7YWUBYU,11/17/2015 12:00:00 AM,DELI-CIOUS,96,A,1,ROUTINE INSPECTION,EE0000853,5966 W OLYMPIC BLVD,LOS ANGELES,FA0010941,CA,90036,OW0003772,"BAKHTIAN-DARABI, HODA",RESTAURANT (31-60) SEATS MODERATE RISK,1634,DELI-CIOUS,ACTIVE,PR0028695
DAIJZ70NX,11/17/2015 12:00:00 AM,NATURALIART,90,A,1,ROUTINE INSPECTION,EE0000723,3426 W WASHINGTON BLVD,LOS ANGELES,FA0062218,CA,90018,OW0012181,"FORRESTER,CHARLES",RESTAURANT (31-60) SEATS HIGH RISK,1635,NATURALIART,ACTIVE,PR0031516
DAAYPQXGP,11/17/2015 12:00:00 AM,METRO CAFE,95,A,1,ROUTINE INSPECTION,EE0000117,1149 N GOWER ST,LOS ANGELES,FA0144491,CA,90038-1801,OW0107338,METRO ENTERTAINMENT INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,METRO CAFE,ACTIVE,PR0130611
DAZVFIN7H,11/17/2015 12:00:00 AM,PALM TREE LA,90,A,1,ROUTINE INSPECTION,EE0000531,3240 W WILSHIRE BLVD # #401,LOS ANGELES,FA0042923,CA,90010,OW0027367,PALM TREE INVESTMENT,RESTAURANT (151 + ) SEATS HIGH RISK,1641,PALM TREE LA,INACTIVE,PR0047364
DAL5AGNVN,11/17/2015 12:00:00 AM,NORTHGATE MARKET #37,94,A,1,ROUTINE INSPECTION,EE0000997,425 S SOTO ST,LOS ANGELES,FA0042669,CA,90033,OW0026268,NORTHGATE GONZALEZ LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,BAKERY,ACTIVE,PR0122823
DAS68L086,11/17/2015 12:00:00 AM,QUE RICOS,94,A,1,ROUTINE INSPECTION,EE0000740,1000 N SOTO ST,LOS ANGELES,FA0069070,CA,90033,OW0033448,"SOLIS, SACRAMENTO GOMEZ",RESTAURANT (31-60) SEATS HIGH RISK,1635,QUE RICOS,ACTIVE,PR0024523
DAI5I8ER2,11/17/2015 12:00:00 AM,PIZZA WORLD,91,A,1,ROUTINE INSPECTION,EE0000468,365 S FAIRFAX AVE,LOS ANGELES,FA0044265,CA,90036,OW0024123,"MELAMED, DARREN",RESTAURANT (31-60) SEATS HIGH RISK,1635,PIZZA WORLD,ACTIVE,PR0008692
DAUKNFIB4,11/17/2015 12:00:00 AM,HAE JANG CHON KOREAN BBQ RESTAURANT,97,A,1,ROUTINE INSPECTION,EE0000869,3821 W 6TH ST,LOS ANGELES,FA0041599,CA,90020,OW0034311,SUNG AND SUN CORPORATION,RESTAURANT (61-150) SEATS HIGH RISK,1638,HAE JANG CHON KOREAN BBQ RESTAURANT,ACTIVE,PR0003939
DAA0TYNUA,11/17/2015 12:00:00 AM,TOGOS SANDWICHES,94,A,1,ROUTINE INSPECTION,EE0000800,3619 S VERMONT AVE,LOS ANGELES,FA0038005,CA,90007,OW0039409,Y & K BUSINESS GROUP INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TOGOS SANDWICHES,ACTIVE,PR0022098
DAUNUKIYJ,11/17/2015 12:00:00 AM,EL CIHUALTECO TAQUERIA,96,A,1,ROUTINE INSPECTION,EE0000721,2325 1/2 S SAN PEDRO ST,LOS ANGELES,FA0165896,CA,90011,OW0129125,MARIA AURELIA LOPEZ,RESTAURANT (0-30) SEATS HIGH RISK,1632,EL CIHUALTECO TAQUERIA,ACTIVE,PR0156076
DAXQ3K6OI,11/17/2015 12:00:00 AM,CHESTER WASHINGTON GOLF,95,A,1,ROUTINE INSPECTION,EE0000224,1818 CHARLIE SIFFORD DR,LOS ANGELES,FA0059591,CA,90047,OW0002528,AMERICAN GOLF CORPORATION,RESTAURANT (151 + ) SEATS HIGH RISK,1641,CHESTER WASH GOLF/BANQUET,ACTIVE,PR0043569
DAJWR7M03,11/17/2015 12:00:00 AM,SHRINE,90,A,1,ROUTINE INSPECTION,EE0000946,2999 W 6TH ST BM,LOS ANGELES,FA0047730,CA,90020,OW0003673,"BAE, HEE DU",RESTAURANT (61-150) SEATS HIGH RISK,1638,SHRINE,ACTIVE,PR0025822
DAL5SCTER,11/17/2015 12:00:00 AM,WON KOK RESTAURANT,87,B,1,ROUTINE INSPECTION,EE0000360,208 ALPINE ST,LOS ANGELES,FA0055395,CA,90012,OW0039132,WON KOK CORPORATION,RESTAURANT (61-150) SEATS HIGH RISK,1638,WON KOK RESTAURANT,ACTIVE,PR0020498
DAUACC8PQ,11/17/2015 12:00:00 AM,STAR STRIP,99,A,1,ROUTINE INSPECTION,EE0000957,365 N LA CIENEGA BLVD,LOS ANGELES,FA0049327,CA,90048,OW0001187,7180 SUNSET BLVD INC,RESTAURANT (61-150) SEATS LOW RISK,1636,STAR STRIP,INACTIVE,PR0039361
DALK96BTI,11/17/2015 12:00:00 AM,BILTMORE HOTEL GRAND AVE BAR,97,A,1,ROUTINE INSPECTION,EE0000721,506 S GRAND AVE,LOS ANGELES,FA0058395,CA,90071,OW0004721,BILTMORE PLACE OPERATIONS CO,RESTAURANT (151 + ) SEATS HIGH RISK,1641,MAIN KITCHEN,ACTIVE,PR0019067
DAMGAU8NP,11/17/2015 12:00:00 AM,LITTLE MACHINCITO,91,A,1,ROUTINE INSPECTION,EE0000997,2901 WHITTIER BLVD,LOS ANGELES,FA0172285,CA,90023,OW0179315,NOE ALAVEZ,RESTAURANT (0-30) SEATS HIGH RISK,1632,LITTLE MACHINCITO,ACTIVE,PR0164824
DAKSTGGDK,11/17/2015 12:00:00 AM,CHAMPION DONUTS,90,A,1,ROUTINE INSPECTION,EE0000740,3209 N BROADWAY,LOS ANGELES,FA0014279,CA,90031,OW0022613,"LY, LONG SEANG",RESTAURANT (0-30) SEATS MODERATE RISK,1631,CHAMPION DONUTS,ACTIVE,PR0007527
DARR4DZS8,11/17/2015 12:00:00 AM,HAUS,90,A,1,ROUTINE INSPECTION,EE0000869,3826 W 6TH ST,LOS ANGELES,FA0027096,CA,90020,OW0008451,COFFEE HUNTER INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,HAUS,INACTIVE,PR0037587
DA7Z1LSSC,11/17/2015 12:00:00 AM,THE BEL-AIR,99,A,1,ROUTINE INSPECTION,EE0000684,662 N SEPULVEDA BLVD,LOS ANGELES,FA0058142,CA,90049,OW0036750,TWELFTH OF MAY LLC,RESTAURANT (0-30) SEATS LOW RISK,1630,THE BEL-AIR WARMING,ACTIVE,PR0029915
DAZ08AW52,11/17/2015 12:00:00 AM,L A ROSE CAFE,90,A,1,ROUTINE INSPECTION,EE0000846,4749 FOUNTAIN AVE,LOS ANGELES,FA0064993,CA,90029,OW0003788,"BALAGOT,LEMUEZ L ET AL",RESTAURANT (0-30) SEATS HIGH RISK,1632,L A ROSE CAFE,ACTIVE,PR0023032
DAYUDT5SS,11/17/2015 12:00:00 AM,MI LINDO NAYARIT SEA FOOD,95,A,1,ROUTINE INSPECTION,EE0001073,1020 E FLORENCE AVE,LOS ANGELES,FA0040297,CA,90001,OW0029519,"RAMIREZ, ALICIA",RESTAURANT (31-60) SEATS HIGH RISK,1635,MI LINDO NAYARIT SEA FOOD,ACTIVE,PR0046610
DA9VHLA0J,11/17/2015 12:00:00 AM,EL TAPATIO FOODS INC,94,A,1,ROUTINE INSPECTION,EE0001073,310 E FLORENCE AVE,LOS ANGELES,FA0012756,CA,90003,OW0010899,EL TAPATIO MARKETS INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,"EL TAPATIO FOODS, INC.",INACTIVE,PR0040456
DAKJIZTS5,11/17/2015 12:00:00 AM,THE BEL-AIR,90,A,1,ROUTINE INSPECTION,EE0000684,662 N SEPULVEDA BLVD,LOS ANGELES,FA0058142,CA,90049,OW0036750,TWELFTH OF MAY LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,THE BEL-AIR SHACK / MAIN KITCHEN,ACTIVE,PR0123192
DAZPAG3BR,11/16/2015 12:00:00 AM,GANGJUNG,97,A,1,ROUTINE INSPECTION,EE0000869,621 S WESTERN AVE #302,LOS ANGELES,FA0137785,CA,90010,OW0101021,"THE GANGJUNG, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,GANGJUNG,ACTIVE,PR0121925
DAKM1PO0N,11/16/2015 12:00:00 AM,LITTLE WANG KUNG,93,A,1,ROUTINE INSPECTION,EE0000946,691 S HOOVER ST,LOS ANGELES,FA0034798,CA,90005,OW0021426,MERCY LEE,RESTAURANT (0-30) SEATS HIGH RISK,1632,LITTLE WANG KUNG,ACTIVE,PR0005820
DAJEPBUZU,11/16/2015 12:00:00 AM,TAQUERIA LOS FELIX,92,A,1,ROUTINE INSPECTION,EE0000723,2300 VENICE BLVD,LOS ANGELES,FA0051172,CA,90019,OW0030605,"ROJAS, SANTIAGO",RESTAURANT (31-60) SEATS HIGH RISK,1635,TAQUERIA LOS FELIX,INACTIVE,PR0043610
DATQ3A3KQ,11/16/2015 12:00:00 AM,RALPHS MARKET #32,97,A,1,ROUTINE INSPECTION,EE0000946,3410 W 3RD ST,LOS ANGELES,FA0045837,CA,90020,OW0029458,RALPHS GROCERY COMPANY,RESTAURANT (0-30) SEATS MODERATE RISK,1631,RALPH'S GROCERY CO #32 BAKERY,ACTIVE,PR0016817
DACEDALDJ,11/16/2015 12:00:00 AM,MOMENT HOTEL,90,A,1,ROUTINE INSPECTION,EE0000835,7370 SUNSET BLVD,LOS ANGELES,FA0137949,CA,90046,OW0101328,"HOLLYWOOD INVESTMENTS, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,MOMENT HOTEL,ACTIVE,PR0122158
DA0449958,11/16/2015 12:00:00 AM,EDENDALE,100,A,1,ROUTINE INSPECTION,EE0000923,2838 ROWENA AVE,LOS ANGELES,FA0020151,CA,90039,OW0018812,"KEY OF E, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,EDENDALE,ACTIVE,PR0011927
DAFUMCK7T,11/16/2015 12:00:00 AM,RESTAURANTE HERMANO CENTROAM,84,B,1,ROUTINE INSPECTION,EE0000723,3419 VENICE BLVD,LOS ANGELES,FA0046305,CA,90019,OW0024041,"MEDINA, LUIS A.",RESTAURANT (31-60) SEATS HIGH RISK,1635,RESTAURANTE HERMANO CENTROAM,ACTIVE,PR0005489
DAZOUAEUK,11/16/2015 12:00:00 AM,HONG KONG EXPRESS,90,A,1,ROUTINE INSPECTION,EE0000366,3646 E OLYMPIC BLVD,LOS ANGELES,FA0029169,CA,90023,OW0034993,"TANG, THEM L",RESTAURANT (31-60) SEATS HIGH RISK,1635,HONG KONG EXPRESS,INACTIVE,PR0039462
DAZBTVJZP,11/16/2015 12:00:00 AM,LA COCINA,91,A,1,ROUTINE INSPECTION,EE0000997,3425 E 1ST ST STE 122,LOS ANGELES,FA0020622,CA,90063,OW0022829,"MAGALLON, FELIPE DEJESUS",RESTAURANT (31-60) SEATS HIGH RISK,1635,LA COCINA,ACTIVE,PR0002622
DA4Q0WBBA,11/16/2015 12:00:00 AM,FENG MAO II,93,A,1,ROUTINE INSPECTION,EE0000869,414 S WESTERN AVE #E,LOS ANGELES,FA0022970,CA,90020,OW0011732,"FENG MAO, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,FENG MAO II,ACTIVE,PR0005625
DAZQGEVR9,11/16/2015 12:00:00 AM,CONGA ROOM,96,A,1,ROUTINE INSPECTION,EE0000122,800 W OLYMPIC BLVD # A260,LOS ANGELES,FA0009874,CA,90015,OW0008667,"CONGA ROOM LIVE, LLC",RESTAURANT (61-150) SEATS LOW RISK,1636,CONGA ROOM,ACTIVE,PR0022170
DA3EKUOSN,11/16/2015 12:00:00 AM,SUBWAY #1949,96,A,1,ROUTINE INSPECTION,EE0000883,5545 W MANCHESTER AVE,LOS ANGELES,FA0049937,CA,90045,OW0034161,"SUDWAL SUBWAY, INC",RESTAURANT (0-30) SEATS HIGH RISK,1632,SUBWAY #1949,ACTIVE,PR0010241
DAGZLR22U,11/16/2015 12:00:00 AM,PIZZA X-PRESS,94,A,1,ROUTINE INSPECTION,EE0000721,303 E 7TH ST,LOS ANGELES,FA0028690,CA,90014,OW0031828,"SARKISYAN, GEVORK",RESTAURANT (0-30) SEATS MODERATE RISK,1631,PIZZA X-PRESS,ACTIVE,PR0008575
DAIVXKFVZ,11/16/2015 12:00:00 AM,TONY'S BRUGER 2,93,A,1,ROUTINE INSPECTION,EE0000721,649 S WALL ST STE,LOS ANGELES,FA0052818,CA,90014,OW0018419,"KANG,JOHN MOONSUN",RESTAURANT (31-60) SEATS HIGH RISK,1635,TONY'S BRUGER 2,INACTIVE,PR0004506
DAD7CQQ0K,11/16/2015 12:00:00 AM,SCHOOL FOOD,95,A,1,ROUTINE INSPECTION,EE0000869,621 S WESTERN AVE STE #301,LOS ANGELES,FA0070183,CA,90005,OW0031967,SCHOOL FOOD ENTERPRISES INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,SCHOOL FOOD,ACTIVE,PR0031814
DAP6HD0RU,11/16/2015 12:00:00 AM,SUBWAY #62289,95,A,1,ROUTINE INSPECTION,EE0000366,2806 WASHINGTON BLVD,LOS ANGELES,FA0158316,CA,90023,OW0123388,"GAURI, CORP.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY #62289,ACTIVE,PR0146397
DAX12OOUV,11/16/2015 12:00:00 AM,WABA GRILL,92,A,1,ROUTINE INSPECTION,EE0000923,3113 N SAN FERNANDO RD,LOS ANGELES,FA0166586,CA,90065,OW0129704,DANIEL AND IRENE CORPORATION,RESTAURANT (61-150) SEATS HIGH RISK,1638,WABA GRILL,ACTIVE,PR0156902
DAKOZBT0Y,11/16/2015 12:00:00 AM,PONCHIK FACTORY,92,A,1,ROUTINE INSPECTION,EE0000822,6601 W SUNSET BLVD,LOS ANGELES,FA0068873,CA,90028,OW0005082,"BOTTLE SERVICE, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,PONCHIK FACTORY,INACTIVE,PR0047554
DAEWUSDDB,11/16/2015 12:00:00 AM,GISH BAC RESTAURANT,80,B,1,ROUTINE INSPECTION,EE0000723,4163 W WASHINGTON BLVD,LOS ANGELES,FA0015080,CA,90018,OW0027236,"PADILLA-REYES, DAVID RAMIRO",RESTAURANT (0-30) SEATS HIGH RISK,1632,GISH BAC RESTAURANT,ACTIVE,PR0002359
DAX61A3I6,11/16/2015 12:00:00 AM,KOFFEA,92,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0000699,610 S BERENDO ST,LOS ANGELES,FA0020213,CA,90005,OW0019810,KOFFEA INC.,RESTAURANT (151 + ) SEATS MODERATE RISK,1640,KOFFEA,ACTIVE,PR0002584
DAQ07YWBF,11/16/2015 12:00:00 AM,JACK IN THE BOX # 326,98,A,1,ROUTINE INSPECTION,EE0000923,4470 EAGLE ROCK BLVD,LOS ANGELES,FA0018445,CA,90041,OW0033575,"SOOD ENTERPRISES, INC.",RESTAURANT (31-60) SEATS MODERATE RISK,1634,JACK IN THE BOX,ACTIVE,PR0026291
DAFSIK75U,11/16/2015 12:00:00 AM,JAMMIN JIMMY'S PIZZA,92,A,1,ROUTINE INSPECTION,EE0000691,1641 FIRESTONE BLVD,LOS ANGELES,FA0136880,CA,90001,OW0099619,"SANCHEZ DOMINIC, ANTHONY.",RESTAURANT (0-30) SEATS HIGH RISK,1632,,INACTIVE,PR0120885
DAWUF2SV5,11/16/2015 12:00:00 AM,MAPLE'S RESTAURANT,92,A,1,ROUTINE INSPECTION,EE0000721,232 E 6TH ST,LOS ANGELES,FA0023561,CA,90014,OW0011217,"ESCALANTE, ASTRID E.",RESTAURANT (0-30) SEATS HIGH RISK,1632,MAPLE'S RESTAURANT,ACTIVE,PR0028271
